cell,chip_area_um2,cim_array_um2,ic_area_um2,adc_area_um2,accum_area_um2,other_area_um2,latency_ns,dyn_energy_pj,leak_energy_pj,leak_power_uw,buffer_energy_pj,ic_energy_pj,tops_per_w,tops,fps,tops_per_mm2,accuracy_pct,req_tx_width_f,adc_energy_pj,accum_energy_pj,other_energy_pj
rram,364553000.0,3605360.0,27065600.0,7949130.0,,47656600.0,149666.0,39151400.0,326480.0,2181.39,187013.0,6764200.0,25.5764,8.23054,6681.53,0.0225771,90.0,,22284900.0,,13047800.0
