layer,snr_digital_db,snr_analog_db,relerr_digital_pct,relerr_analog_pct,cell_utilization_pct,rtl_relerr_pct,weight_scale_min,weight_scale_max,weight_scale_ratio,M,K
conv1,7.098698420389258,7.442168660485309,43.383794679064025,41.86770963322328,36.35204081632653,nan,1.2552678008148632e-08,1.0164732933044434,80976608.0,147,64
layer1.0.conv1,6.034245709888724,7.406476714383366,51.16495374302347,41.60246976759974,8.485243055555555,nan,0.17607517540454865,0.7993080019950867,4.539583683013916,576,64
layer1.0.conv2,6.527807702038463,6.430157786144614,48.41296700611762,47.40657737385107,17.171223958333336,nan,0.09194111824035645,0.48791390657424927,5.3068084716796875,576,64
layer1.1.conv1,7.670327706835218,7.682268190879544,40.844874802034134,40.87118474089548,14.860026041666666,nan,0.12678655982017517,0.6491185426712036,5.119773864746094,576,64
layer1.1.conv2,7.137609046859701,7.226556582067079,45.992815165450246,45.97059659062756,20.4833984375,nan,0.10422854870557785,0.38061150908470154,3.6517012119293213,576,64
layer2.0.conv1,4.568787008885238,5.007230598227659,57.023597176763474,54.306944938506376,17.3583984375,nan,0.1239272877573967,0.34053823351860046,2.747887372970581,576,128
layer2.0.conv2,4.9978728501500544,5.212099790788425,55.45156988427197,54.28486229570985,12.645128038194445,nan,0.10581649839878082,0.4271599352359772,4.03679895401001,1152,128
layer2.0.downsample.0,6.177330050192744,6.7661648154671195,48.30266838872634,43.95940023451347,29.00390625,nan,0.04159324988722801,0.7802272439002991,18.758506774902344,64,128
layer2.1.conv1,4.802741233405909,4.643778195692846,55.46871941453348,56.494142154123764,12.58205837673611,nan,0.10039649903774261,0.43874824047088623,4.370154857635498,1152,128
layer2.1.conv2,7.598419550779302,7.613056265442044,42.820700258510286,42.624764024049185,19.264729817708336,nan,0.0746370255947113,0.35565757751464844,4.765162944793701,1152,128
layer3.0.conv1,7.740232663692913,7.173133655837774,39.217087198472626,43.27477734811802,15.28286404079861,nan,0.08946912735700607,0.39195019006729126,4.380842685699463,1152,256
layer3.0.conv2,5.9370824550902235,5.8662304665278775,47.3572400004702,48.73344026314064,12.542555067274305,nan,0.08061511814594269,0.33351418375968933,4.1371169090271,2304,256
layer3.0.downsample.0,7.495471263342516,7.859467595883939,40.92785714573209,39.62631879595566,28.79638671875,nan,0.05047185719013214,0.2676500678062439,5.302956581115723,128,256
layer3.1.conv1,6.220071159643894,5.697463528205613,45.82998598325383,50.28533142064162,14.618428548177084,nan,0.07266872376203537,0.2960415184497833,4.073850631713867,2304,256
layer3.1.conv2,6.896626968616111,6.642017437735877,43.78874162085824,45.534570424278726,19.744703504774304,nan,0.039188191294670105,0.32954689860343933,8.409341812133789,2304,256
layer4.0.conv1,8.213649953806001,7.401794620966493,34.7990365628236,40.48729711741503,19.03355916341146,nan,0.06370259076356888,0.38262122869491577,6.006368637084961,2304,512
layer4.0.conv2,5.706976226241034,5.3873958244646865,47.582919811570974,50.35595836262856,15.079032050238716,nan,0.0559384822845459,0.3487204611301422,6.233999252319336,4608,512
layer4.0.downsample.0,6.580279731430495,6.862273789487605,44.969967083453966,43.45386979268341,27.811431884765625,nan,0.03218890354037285,0.7471701502799988,23.2120418548584,256,512
layer4.1.conv1,9.8911584607775,8.413114567957708,25.95887472400612,34.22020324627547,20.579486423068577,nan,0.05374708026647568,0.26581713557243347,4.945703506469727,4608,512
layer4.1.conv2,1.9109289179308344,2.393806389026139,74.7182921548724,71.40518443788227,15.298334757486979,nan,0.048467159271240234,0.2717711329460144,5.607325553894043,4608,512
