cell,chip_area_um2,cim_array_um2,ic_area_um2,adc_area_um2,accum_area_um2,other_area_um2,latency_ns,dyn_energy_pj,leak_energy_pj,leak_power_uw,buffer_energy_pj,ic_energy_pj,tops_per_w,tops,fps,tops_per_mm2,accuracy_pct,req_tx_width_f,adc_energy_pj,accum_energy_pj,other_energy_pj,_cfg
rram,80593600.0,1863580.0,8779190.0,2983320.0,3130300.0,16651900.0,206098.0,20451600.0,94481.9,458.431,98207.3,3379860.0,49.1433,5.97693,4852.06,0.0741614,89.0,,10901500.0,888233.0,8661880.0,"weight 2b, cell 2b -> 1 cell(s) per weight  [FP2: one cell, no shift-add tree]"
