cell,chip_area_um2,cim_array_um2,ic_area_um2,adc_area_um2,accum_area_um2,other_area_um2,latency_ns,dyn_energy_pj,leak_energy_pj,leak_power_uw,buffer_energy_pj,ic_energy_pj,tops_per_w,tops,fps,tops_per_mm2,accuracy_pct,req_tx_width_f,adc_energy_pj,accum_energy_pj,other_energy_pj,_cfg
rram,71594900.0,9939090.0,8242980.0,13668100.0,4591000.0,17408200.0,178178.0,23301700.0,92439.8,518.805,101959.0,3292890.0,43.1604,6.91351,5612.36,0.0965643,89.0,,16330100.0,993388.0,5978160.0,"weight 2b, cell 2b -> 1 cell(s) per weight  [FP2: one cell, no shift-add tree]"
