weight_reuse,e_compute_pj,e_sram_pj,e_dram_pj,total_pj,pj_per_mac,area_mm2,area_mac_mm2,area_buf_mm2,leak_uw,dram_miss_frac,tops_per_w
1.0,334725.12,1115750.4000000001,0.0,1450475.52,0.13,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,15.384615384615385
2.0,334725.12,557875.2000000001,0.0,892600.3200000001,0.08,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,25.0
5.0,334725.12,223150.08,0.0,557875.2,0.049999999999999996,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,40.00000000000001
10.0,334725.12,111575.04,0.0,446300.16,0.04,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,50.00000000000001
100.0,334725.12,11157.504,0.0,345882.624,0.031,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,64.51612903225806
1000.0,334725.12,1115.7504000000001,0.0,335840.8704,0.030100000000000002,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,66.44518272425249
