weight_reuse,e_compute_pj,e_sram_pj,e_dram_pj,total_pj,pj_per_mac,area_mm2,area_mac_mm2,area_buf_mm2,leak_uw,dram_miss_frac,tops_per_w
1.0,859541.0488888888,6973440.0,0.0,7832981.048888889,0.702037037037037,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,2.8488525455025058
2.0,859541.0488888888,3486720.0,0.0,4346261.048888889,0.38953703703703707,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,5.134299976230092
5.0,859541.0488888888,1394688.0,0.0,2254229.0488888887,0.20203703703703701,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,9.899175068744274
10.0,859541.0488888888,697344.0,0.0,1556885.0488888887,0.13953703703703701,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,14.333112143331123
100.0,859541.0488888888,69734.4,0.0,929275.4488888888,0.08328703703703703,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,24.013340744858258
1000.0,859541.0488888888,6973.4400000000005,0.0,866514.4888888887,0.07766203703703703,19.153280000000002,0.22527999999999998,18.928000000000004,3840.0,0.0,25.75260804769002
