cell,chip_area_um2,cim_array_um2,ic_area_um2,adc_area_um2,accum_area_um2,other_area_um2,latency_ns,dyn_energy_pj,leak_energy_pj,leak_power_uw,buffer_energy_pj,ic_energy_pj,tops_per_w,tops,fps,tops_per_mm2,accuracy_pct,req_tx_width_f,adc_energy_pj,accum_energy_pj,other_energy_pj,_cfg
rram,87677300.0,931790.0,9179330.0,2054420.0,2926470.0,13160600.0,123733.0,10516700.0,58551.6,473.21,98207.3,3592160.0,95.4775,9.95562,8081.94,0.113548,89.0,,4676100.0,888233.0,4952390.0,"weight 2b, cell 2b -> 1 cell(s) per weight  [FP2: one cell, no shift-add tree]"
