cell,chip_area_um2,cim_array_um2,ic_area_um2,adc_area_um2,accum_area_um2,other_area_um2,latency_ns,dyn_energy_pj,leak_energy_pj,leak_power_uw,buffer_energy_pj,ic_energy_pj,tops_per_w,tops,fps,tops_per_mm2,accuracy_pct,req_tx_width_f,adc_energy_pj,accum_energy_pj,other_energy_pj,_cfg
rram,107590000.0,931790.0,10222300.0,4042210.0,3198170.0,13226600.0,147543.0,15608300.0,83210.4,563.973,101959.0,4183610.0,64.3468,8.34898,6777.68,0.0776001,89.0,,9159780.0,993388.0,5455170.0,"weight 2b, cell 2b -> 1 cell(s) per weight  [FP2: one cell, no shift-add tree]"
